GeneName,WT_EtOH_1,WT_EtOH_2,WT_EtOH_3,WT_Dex_1,WT_Dex_2,WT_Dex_3,Brg1KD_EtOH_1,Brg1KD_EtOH_2,Brg1KD_EtOH_3,Brg1KD_Dex_1,Brg1KD_Dex_2,Brg1KD_Dex_3
AC002351.1,2.5,2.9,2.5,1.9,1.9,1.3,1.8,2.3,1.5,2.5,2.0,1.3
AC002366.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002367.1,0.1,-0.3,0.0,-0.1,1.1,0.0,0.3,0.4,1.4,0.8,-0.1,-0.5
AC002368.1,0.1,-0.3,0.0,0.9,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002375.1,2.7,2.1,2.8,2.0,2.9,2.2,1.5,0.4,1.9,1.1,2.3,2.3
AC002378.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002381.1,1.0,0.6,1.5,1.8,2.1,0.0,1.9,1.3,1.9,1.4,0.9,1.6
AC002383.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002384.1,3.8,3.7,2.9,2.6,4.0,4.2,3.4,3.8,3.4,3.5,3.3,4.0
AC002384.2,2.4,3.3,1.8,3.2,2.7,3.3,3.1,3.6,2.9,2.2,2.2,2.6
AC002386.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002395.1,2.1,2.6,2.8,2.7,1.6,1.3,3.3,3.1,1.8,1.9,1.5,2.1
AC002398.1,2.6,2.6,2.2,2.0,2.4,0.9,1.0,2.3,2.4,2.4,2.8,1.1
AC002398.2,0.6,-0.3,0.2,0.4,0.5,0.0,0.3,0.4,0.5,-0.1,-0.1,0.4
AC002400.1,3.2,2.8,2.7,3.0,3.2,2.1,2.9,1.9,1.4,2.9,3.1,1.9
AC002401.1,2.8,3.1,2.5,2.9,2.7,2.0,1.3,2.3,2.4,3.2,2.0,1.8
AC002401.2,1.6,2.4,2.2,1.4,0.1,2.9,1.9,0.4,2.4,1.4,0.9,0.5
AC002401.3,3.2,2.4,2.5,2.8,2.4,2.4,1.9,2.6,1.4,0.8,1.5,0.5
AC002401.4,0.1,-0.3,0.0,-0.1,0.1,0.0,1.3,0.4,1.4,-0.2,-0.1,-0.5
AC002407.1,0.1,-0.3,0.0,1.4,2.1,0.0,0.3,0.4,2.0,1.4,1.5,1.6
AC002428.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002428.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002429.1,1.0,-0.3,0.0,-0.1,0.1,0.0,0.3,1.3,0.4,-0.2,-0.1,0.6
AC002429.2,4.4,3.8,4.1,4.6,3.8,4.2,2.3,3.6,4.7,4.1,4.7,3.9
AC002451.1,1.5,3.3,3.3,4.7,5.0,5.2,2.8,4.0,2.5,4.0,3.0,3.8
AC002451.2,2.6,2.6,2.1,2.3,2.4,2.4,2.2,1.0,2.6,2.5,2.7,3.4
AC002454.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002456.1,3.8,4.3,4.0,4.1,4.3,3.7,3.6,3.8,3.7,3.7,3.6,3.9
AC002456.2,1.0,0.6,0.0,-0.1,2.1,1.6,0.3,1.3,0.4,-0.2,-0.1,0.5
AC002460.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002463.1,1.1,-0.3,0.0,1.9,0.1,0.1,0.4,2.5,1.4,0.8,-0.1,0.6
AC002464.1,1.0,1.2,0.9,0.9,0.1,1.7,1.3,1.3,0.4,1.8,0.9,1.6
AC002465.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002467.1,5.3,4.2,4.3,6.4,6.9,6.7,4.5,4.9,5.2,6.3,6.5,6.6
AC002470.1,3.7,4.5,4.1,4.4,4.0,4.8,4.6,4.1,4.2,4.4,4.0,4.7
AC002472.1,4.8,3.2,4.2,4.0,4.3,4.0,3.9,4.2,3.9,2.7,4.5,3.6
AC002472.2,2.8,-0.1,2.8,1.8,1.1,2.0,3.0,1.4,0.7,-0.1,1.1,1.5
AC002472.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.5,-0.2,-0.1,-0.5
AC002472.4,0.1,-0.3,0.0,1.5,2.1,2.0,0.3,0.4,0.4,-0.2,1.0,-0.5
AC002477.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002480.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002480.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,0.8,-0.1,-0.5
AC002480.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002480.4,0.1,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002485.1,1.5,0.6,0.9,2.2,0.1,0.0,1.3,1.4,1.4,1.3,0.8,-0.5
AC002486.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002486.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002487.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002504.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002511.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002511.2,2.6,1.6,0.9,2.2,1.7,1.7,2.7,2.3,1.4,1.4,0.9,1.6
AC002519.1,2.8,3.8,4.4,4.4,4.1,4.5,4.7,3.5,4.7,4.1,4.1,4.5
AC002519.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002524.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002525.1,0.1,0.7,0.9,-0.1,0.1,0.0,0.3,0.4,0.4,1.3,-0.1,-0.5
AC002539.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002540.1,0.1,1.2,2.2,2.2,2.4,1.1,1.9,2.3,2.4,1.4,0.9,1.6
AC002542.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002543.1,2.8,3.0,2.5,3.3,3.6,3.3,3.3,2.6,2.9,3.8,0.9,2.8
AC002545.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002546.1,2.4,3.4,4.0,3.5,2.4,3.8,2.6,3.3,2.7,2.1,2.4,-0.5
AC002546.2,1.0,1.2,0.0,-0.1,1.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002550.1,2.5,3.5,3.4,2.5,4.0,3.3,3.1,2.8,3.0,4.1,3.5,3.4
AC002550.2,2.6,1.6,1.9,3.2,1.7,1.7,0.3,1.3,2.4,0.8,-0.1,0.5
AC002551.1,3.6,3.7,4.5,4.1,3.4,4.3,3.9,3.3,4.3,4.0,4.1,3.3
AC002553.1,2.3,3.2,2.2,3.2,1.7,1.1,2.9,1.9,4.1,3.0,3.4,3.3
AC002553.2,1.0,1.2,0.0,0.9,0.1,1.1,0.3,0.4,0.4,1.4,1.5,0.5
AC002553.3,0.1,-0.3,0.0,-0.1,1.9,2.8,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002558.1,4.1,2.9,4.6,3.6,2.4,2.7,3.3,3.3,2.4,2.1,3.5,2.8
AC002558.2,3.9,3.6,4.5,3.8,4.8,3.4,3.8,3.1,3.0,3.4,4.3,4.2
AC002558.3,0.1,3.0,2.7,3.7,2.1,2.9,2.9,1.9,1.4,1.4,2.5,1.6
AC002563.1,3.4,3.7,4.0,3.0,3.9,2.5,2.7,2.9,3.4,2.4,0.9,2.2
AC002978.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002979.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002981.1,0.1,-0.3,0.0,1.0,0.1,1.2,0.3,2.2,1.8,-0.2,-0.1,1.3
AC002984.1,0.1,-0.3,0.9,-0.1,0.1,0.0,0.3,0.4,0.4,0.8,-0.1,-0.5
AC002985.1,0.3,2.7,0.2,0.2,1.6,1.4,1.5,0.8,1.6,2.1,1.7,1.6
AC002985.2,1.1,1.7,0.9,0.9,1.1,0.0,2.7,1.4,0.4,1.1,0.0,1.7
AC002992.1,0.1,0.7,0.0,1.4,0.1,0.0,0.3,0.4,1.4,-0.2,-0.1,-0.5
AC002994.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC002996.1,4.8,4.3,4.5,5.2,5.2,5.4,3.3,5.4,4.6,4.5,5.0,6.1
AC003001.1,0.1,-0.3,0.9,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,0.5
AC003001.2,0.1,-0.3,0.0,2.0,2.1,0.0,0.3,0.4,1.4,-0.2,-0.1,2.0
AC003002.1,8.4,8.4,8.4,8.1,8.6,8.5,7.8,8.0,7.8,8.0,7.9,8.2
AC003002.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003002.3,3.8,4.1,3.2,3.8,3.6,3.9,0.4,3.6,0.5,3.8,4.1,3.2
AC003002.4,3.9,4.4,3.7,3.3,3.3,3.9,4.1,4.0,3.4,3.8,3.3,3.8
AC003005.1,0.3,-0.1,0.2,2.3,0.3,1.8,3.0,2.3,2.6,0.1,0.2,3.4
AC003005.2,3.0,1.4,2.7,2.5,3.2,3.1,3.8,1.4,2.8,1.7,2.8,1.9
AC003006.1,2.4,0.0,1.6,2.7,3.1,0.3,0.5,1.9,0.6,-0.1,0.1,-0.4
AC003009.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003029.1,1.1,2.7,1.9,1.9,2.4,1.7,2.4,2.3,0.6,2.2,2.0,1.2
AC003035.1,2.0,3.2,3.9,3.0,4.0,3.7,4.0,2.2,4.1,3.8,3.0,2.5
AC003035.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003043.1,1.6,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,1.4,-0.2,-0.1,-0.5
AC003045.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003070.1,4.3,3.7,4.2,4.1,4.8,4.7,4.2,3.9,4.5,4.6,4.5,4.9
AC003070.2,1.0,1.2,2.2,-0.1,2.4,1.1,2.7,1.6,1.4,1.4,1.6,1.2
AC003071.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003071.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003072.1,3.6,3.6,2.4,2.9,3.5,2.4,2.3,2.9,3.8,3.1,3.4,2.9
AC003075.1,3.6,3.3,3.4,3.4,3.6,4.2,3.7,2.3,3.9,4.1,4.3,3.9
AC003079.1,2.9,3.2,3.1,3.9,2.6,4.6,2.8,2.9,2.7,3.3,4.0,4.2
AC003080.1,0.1,-0.3,0.9,-0.1,1.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003084.1,1.0,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003087.1,0.1,0.7,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003092.1,2.6,1.2,2.9,2.7,2.1,2.1,1.9,2.3,2.4,2.8,-0.1,1.9
AC003092.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003098.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003101.1,2.0,3.0,2.7,2.4,1.1,2.1,1.9,3.1,1.4,2.6,2.3,1.6
AC003101.2,3.8,2.2,2.7,3.4,3.8,3.6,3.7,2.6,4.2,3.2,3.3,3.5
AC003101.3,6.9,6.9,6.8,6.4,5.7,6.9,7.5,7.2,6.7,6.8,7.1,6.8
AC003102.1,5.5,5.1,5.7,5.4,5.3,5.1,5.7,5.6,4.7,4.9,5.1,4.8
AC003102.2,1.6,1.7,0.9,2.3,2.4,2.3,3.8,2.2,2.0,-0.1,3.4,1.6
AC003658.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003659.1,0.1,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003666.1,0.1,-0.3,0.0,2.3,2.7,2.5,1.2,0.4,0.4,1.8,-0.1,-0.5
AC003669.1,0.1,-0.3,0.0,0.9,0.1,1.6,1.8,0.4,0.4,1.4,0.9,1.1
AC003681.1,8.8,8.9,9.0,9.3,9.2,9.2,9.1,8.9,9.2,9.2,9.0,9.0
AC003682.1,0.1,-0.3,0.9,1.4,0.1,1.1,1.3,0.4,2.0,0.8,-0.1,1.6
AC003684.1,2.4,1.9,3.1,1.9,0.2,2.4,2.9,1.3,2.8,2.2,1.9,2.2
AC003685.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003685.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003686.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003687.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003688.1,2.3,2.7,2.0,3.2,3.6,1.6,2.9,3.8,4.0,3.9,2.6,3.9
AC003688.2,0.1,-0.3,1.5,0.9,0.1,0.0,0.3,1.3,0.4,0.8,-0.1,0.5
AC003956.1,1.6,2.2,1.9,1.4,2.4,1.7,1.3,1.9,1.9,2.1,1.9,1.1
AC003957.1,2.3,1.1,1.5,2.0,2.4,1.7,2.3,1.9,1.4,1.1,0.9,0.6
AC003958.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003958.2,1.7,1.3,1.2,2.0,2.3,3.1,1.6,0.4,2.1,1.7,2.8,2.4
AC003965.1,1.0,2.2,2.2,-0.1,2.6,3.1,1.9,2.9,0.4,3.8,1.9,1.9
AC003965.2,5.5,5.3,5.5,4.4,5.4,4.9,5.8,6.2,6.0,5.5,5.8,6.0
AC003968.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003973.1,1.0,-0.3,0.0,0.9,0.1,0.0,0.3,1.3,0.4,-0.2,-0.1,-0.5
AC003973.2,2.0,2.2,0.9,3.0,1.1,2.1,0.3,2.6,0.4,1.9,2.3,1.7
AC003973.3,6.1,5.9,6.1,6.1,6.1,6.2,6.0,6.1,6.0,5.9,6.2,6.2
AC003975.1,3.2,2.6,1.7,2.1,3.4,2.5,2.0,3.0,0.9,1.7,2.6,3.1
AC003982.1,3.0,2.1,1.9,1.2,2.9,1.4,1.4,2.3,2.4,2.6,1.9,1.9
AC003982.2,3.2,3.3,3.1,1.9,3.3,3.8,2.6,2.3,3.5,3.2,2.5,2.9
AC003984.1,6.4,6.2,6.5,6.4,5.9,6.5,6.1,5.3,5.8,6.2,6.1,5.6
AC003985.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003985.2,1.0,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003986.1,1.0,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003986.2,3.5,4.6,4.2,2.6,3.1,3.5,4.2,4.9,4.4,3.5,3.2,2.6
AC003986.3,0.1,-0.3,1.5,-0.1,1.1,0.0,2.3,1.3,1.4,-0.2,-0.1,1.2
AC003988.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC003989.1,1.9,2.5,3.0,2.2,1.7,3.2,2.4,1.9,2.4,3.1,3.3,2.7
AC003989.2,2.6,2.2,1.9,3.1,2.1,2.8,3.2,1.3,0.4,2.3,3.0,2.9
AC003991.1,7.9,8.0,8.4,8.6,8.5,8.7,8.4,7.6,8.2,7.9,7.9,7.7
AC003991.2,3.0,2.5,3.5,3.1,3.4,2.8,3.7,2.6,1.4,2.1,2.2,3.0
AC003992.1,0.1,0.7,1.5,-0.1,0.1,0.0,0.3,0.4,0.4,1.4,0.9,0.5
AC004000.1,1.7,1.8,1.6,-0.1,1.5,0.8,2.5,1.1,1.1,1.3,1.6,0.9
AC004004.1,0.1,-0.3,0.9,-0.1,0.1,0.0,0.3,0.4,0.4,0.8,0.9,-0.5
AC004006.1,0.1,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004009.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004009.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004009.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004012.1,1.1,-0.3,0.0,-0.1,1.6,1.0,1.9,0.4,0.4,0.8,0.9,-0.5
AC004014.1,0.1,-0.3,1.0,-0.1,0.1,1.1,0.3,0.4,2.0,-0.2,0.9,0.5
AC004014.2,2.0,1.3,1.0,1.9,2.1,1.3,1.3,1.9,1.6,1.8,1.5,1.6
AC004016.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004017.1,3.1,2.8,3.1,2.7,3.2,4.1,3.8,3.0,3.6,3.2,3.8,4.1
AC004019.18,2.7,3.0,2.9,1.6,3.1,2.3,2.8,2.4,3.0,3.1,3.0,2.4
AC004022.1,3.1,2.2,3.0,3.0,3.5,3.0,3.5,2.3,3.2,3.5,3.6,3.8
AC004022.2,1.0,-0.3,0.9,-0.1,1.1,1.1,1.3,0.4,0.4,-0.2,-0.1,0.6
AC004023.1,3.1,3.1,3.6,1.5,3.8,3.5,3.1,2.7,3.1,3.2,3.3,2.9
AC004024.1,2.0,2.6,2.2,2.2,0.1,2.1,3.1,2.7,3.2,2.3,2.0,1.2
AC004034.1,4.2,4.0,4.0,4.1,4.3,4.5,2.4,3.9,4.5,3.7,2.8,3.7
AC004039.1,5.3,5.7,4.8,5.2,5.5,5.0,5.3,5.4,5.4,5.6,5.6,5.4
AC004052.1,0.1,0.7,0.0,-0.1,0.1,1.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004053.1,1.0,-0.3,0.0,1.5,0.1,0.0,0.3,1.9,1.4,1.4,-0.1,0.5
AC004054.1,0.1,0.7,0.0,1.5,0.1,0.0,1.3,1.9,0.4,0.8,-0.1,1.2
AC004057.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,1.7,0.4,-0.2,2.1,-0.5
AC004062.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004063.1,1.6,1.3,1.0,-0.1,1.8,2.6,1.4,1.9,0.4,1.3,1.0,2.7
AC004066.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,0.5
AC004066.2,4.0,3.4,3.5,3.2,3.5,2.4,3.1,3.1,3.7,3.6,2.7,2.8
AC004067.1,4.6,4.7,4.0,4.4,4.6,4.8,4.0,3.3,3.3,4.0,3.6,3.7
AC004069.1,4.3,4.2,3.6,3.0,3.9,3.3,3.1,2.6,3.0,2.6,3.3,2.9
AC004069.2,0.1,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004074.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004076.1,3.4,3.9,3.4,3.8,2.9,4.4,3.8,3.8,4.2,3.7,4.6,3.7
AC004076.2,4.2,5.3,5.1,4.8,4.5,4.8,4.7,4.2,4.7,4.5,4.6,4.8
AC004079.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004080.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004080.2,0.1,-0.3,0.0,0.9,0.1,0.0,0.3,1.3,0.4,-0.2,-0.1,-0.5
AC004080.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004080.4,0.1,-0.3,0.0,0.9,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004080.5,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004080.6,0.1,-0.1,0.2,0.9,0.1,0.0,0.6,0.4,0.8,0.0,-0.1,-0.5
AC004112.1,2.4,2.8,2.9,2.7,2.5,3.0,2.1,3.6,2.5,0.9,1.0,2.0
AC004129.1,0.1,-0.3,0.1,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004129.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004130.1,5.0,4.9,5.5,4.7,5.3,5.0,4.4,4.4,4.4,4.1,4.9,4.6
AC004134.1,2.3,1.9,0.9,1.4,1.7,1.7,1.3,2.3,2.9,1.8,0.9,2.2
AC004147.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004147.2,1.0,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,1.4,-0.2,-0.1,-0.5
AC004147.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004147.4,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004147.5,0.1,-0.3,1.5,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004148.1,0.1,0.7,0.0,0.9,1.1,0.0,1.3,0.4,0.4,1.4,-0.1,0.5
AC004148.2,7.1,7.3,7.0,7.4,7.5,7.5,7.2,7.5,7.2,7.4,7.4,7.6
AC004149.1,4.0,2.6,2.7,2.9,2.4,2.6,3.6,3.8,3.7,2.8,2.9,2.8
AC004156.1,6.1,5.9,6.1,6.1,5.9,6.5,6.2,6.3,6.4,6.0,6.4,6.1
AC004158.1,4.1,3.7,4.2,4.3,4.4,4.1,3.9,3.5,5.0,3.5,3.4,3.4
AC004160.1,3.1,3.6,1.8,3.2,3.7,3.7,2.2,3.4,3.9,2.9,2.9,2.7
AC004160.2,0.1,2.1,0.0,1.9,0.1,0.0,1.3,0.4,0.4,2.1,0.9,1.2
AC004217.1,1.0,1.6,0.9,2.4,1.6,2.2,0.3,1.3,2.0,-0.2,0.9,-0.5
AC004217.2,1.9,2.0,1.5,0.9,1.8,2.7,1.9,1.3,2.8,2.8,1.9,2.2
AC004217.3,1.0,0.7,1.5,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,0.9,-0.5
AC004221.1,3.3,3.1,3.8,2.8,1.1,3.8,3.0,4.2,3.0,3.1,2.3,3.5
AC004223.1,1.6,-0.3,0.0,1.4,2.1,1.1,0.3,0.4,1.9,0.8,1.5,-0.5
AC004223.2,1.5,0.7,2.2,-0.1,1.1,0.0,0.3,1.9,0.4,-0.2,-0.1,-0.5
AC004223.3,2.0,2.0,1.8,2.2,2.0,2.5,3.4,2.1,1.8,1.7,1.8,1.4
AC004223.4,2.3,2.4,2.2,2.4,1.7,2.1,1.9,1.3,2.4,1.8,2.3,1.9
AC004224.1,1.0,1.6,0.0,-0.1,1.1,1.7,1.9,0.4,0.4,-0.2,0.9,0.6
AC004224.2,0.1,-0.2,0.0,2.3,0.1,3.5,0.4,0.4,0.4,-0.1,3.3,-0.5
AC004231.1,3.2,3.3,3.2,2.8,3.3,4.2,4.0,4.1,3.8,3.2,2.9,3.2
AC004231.3,0.1,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004232.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004232.2,0.7,0.1,0.5,2.7,0.5,1.6,0.8,1.4,1.1,2.1,3.8,1.8
AC004232.3,4.0,4.1,4.6,4.3,3.8,3.7,4.7,4.8,4.7,4.4,4.6,4.5
AC004233.1,2.4,3.4,2.6,3.2,1.1,1.7,3.1,3.1,3.2,3.1,2.6,1.2
AC004233.2,5.4,5.2,5.3,5.6,6.0,5.8,5.0,5.1,5.3,5.2,5.5,5.6
AC004233.3,3.1,4.5,3.7,3.6,2.4,4.2,4.0,3.5,4.3,3.2,3.9,3.1
AC004233.4,4.9,4.7,4.7,4.1,4.2,4.8,5.0,4.4,4.8,4.7,4.7,4.4
AC004241.1,6.0,5.9,5.9,5.4,5.7,5.8,5.8,5.6,5.9,5.2,5.7,5.0
AC004241.2,2.3,1.6,0.0,-0.1,1.1,1.1,1.9,1.3,1.4,1.4,0.9,0.5
AC004241.3,3.1,3.7,3.2,3.8,3.2,3.4,2.3,2.6,3.6,3.0,2.9,3.3
AC004241.4,2.6,2.6,2.7,2.2,2.1,1.1,1.3,2.3,3.5,0.8,3.4,1.6
AC004241.5,4.1,4.1,3.8,3.9,3.3,3.9,3.0,3.8,3.3,3.2,3.5,3.6
AC004253.1,3.9,2.6,3.1,3.6,4.2,3.4,3.2,2.9,3.8,3.5,2.9,3.4
AC004253.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004257.1,0.1,1.1,1.6,1.4,1.1,1.8,1.5,1.4,0.4,-0.2,1.4,2.3
AC004263.1,1.0,0.7,0.0,1.4,0.1,0.0,2.6,0.4,0.4,1.4,1.5,-0.5
AC004263.2,3.0,2.9,2.2,2.2,3.1,2.7,2.6,2.9,2.4,2.4,2.2,2.9
AC004264.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC004264.2,2.5,2.8,2.5,2.9,2.5,2.6,2.8,2.2,2.8,3.0,2.6,3.7
AC004381.1,1.1,1.2,0.9,2.3,2.4,1.7,1.9,1.3,2.4,-0.2,1.9,-0.5
AC004381.2,2.6,3.9,4.0,3.8,3.6,3.9,4.4,4.3,3.7,4.0,3.8,4.2
AC004383.1,1.0,1.2,2.2,0.9,0.1,0.0,1.3,1.3,2.9,-0.2,0.9,1.6
